incident_id,trace,priority
INC0021616,[S]N;[S]A;[S]R;[S]C;,2 - High
INC0021617,[S]N;[S]A;[S]R;[S]C;,2 - High
INC0021618,[S]N;[S]A;[S]R;[S]C;,2 - High
INC0021620,[S]N;[S]A;[S]R;[S]C;,2 - High
INC0021621,[S]N;[L]N;[L]N;[L]A;[L]A;[S]A;[L]R;[S]R;[S]C;,3 - Moderate
INC0021622,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021623,[S]N;[S]A;[S]R;[S]C;,2 - High
INC0021625,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,1 - Critical
INC0021626,[S]N;[S]A;[S]R;[S]C;,2 - High
INC0021627,[S]N;[S]A;[S]R;[S]C;,2 - High
INC0021629,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021630,[S]N;[S]A;[S]R;[S]C;,2 - High
INC0021631,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021632,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021633,[S]N;[S]A;[S]R;[S]C;,2 - High
INC0021635,[S]N;[S]A;[S]R;[S]C;,2 - High
INC0021636,[S]N;[S]A;[S]R;[S]C;,2 - High
INC0021637,[L]N;[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0021638,[S]N;[S]A;[S]R;[S]C;,2 - High
INC0021639,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021641,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021642,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021643,[S]N;[S]A;[S]R;[S]C;,2 - High
INC0021644,[S]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0021645,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021646,[S]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021647,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021648,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0021649,[L]N;[S]N;[L]N;[M]A;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0021650,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021651,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021652,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021653,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021655,[S]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021656,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021658,[S]N;[L]N;[L]N;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0021659,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021660,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021661,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021662,[M]N;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0021664,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021665,[S]N;[L]N;[L]N;[L]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021667,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021668,[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021669,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021670,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021671,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021672,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021673,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021675,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021676,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021677,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021679,[S]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021680,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021681,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0021682,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021683,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021684,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021685,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021686,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021687,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021688,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021689,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021691,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0021694,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021695,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0021696,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021698,[S]N;[L]N;[M]A;[S]R;[S]C;,2 - High
INC0021700,[S]N;[M]A;[S]R;[S]C;,2 - High
INC0021701,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,4 - Low
INC0021702,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]A;[L]A;[L]A;[S]A;[L]A;[L]R;[S]R;[S]C;,3 - Moderate
INC0021703,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021704,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0021705,[L]N;[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0021706,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021707,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021708,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021709,[L]N;[S]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0021710,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021712,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021714,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021716,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021717,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021718,[M]N;[S]A;[L]A;[L]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0021720,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021723,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021725,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021726,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021728,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021729,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021730,[S]N;[M]A;[S]R;[S]C;,2 - High
INC0021733,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021735,[L]W;[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021736,[S]N;[L]N;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0021737,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021743,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021745,[L]W;[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021746,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021747,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021748,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021749,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021753,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021754,[S]N;[L]W;[S]A;[S]R;[S]C;,3 - Moderate
INC0021755,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021756,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021757,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021758,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021759,[S]N;[L]N;[M]A;[L]N;[L]N;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0021760,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021762,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021763,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021764,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021765,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021766,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021767,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021768,[S]N;[L]N;[L]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021770,[L]N;[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0021771,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021772,[S]N;[L]N;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0021775,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021776,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021777,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0021779,[M]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0021780,[S]N;[L]A;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021781,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021782,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0021783,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021784,[L]N;[L]N;[S]N;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021785,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021786,[L]N;[S]N;[L]N;[L]N;[L]N;[L]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021787,[L]N;[L]N;[S]N;[L]N;[M]A;[L]N;[L]N;[L]W;[S]R;[S]C;,3 - Moderate
INC0021788,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021789,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021790,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021791,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0021792,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021793,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021794,[S]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021795,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021796,[S]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021798,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021799,[S]N;[S]A;[S]R;[S]C;,4 - Low
INC0021800,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0021801,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021802,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021803,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021806,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021808,[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021810,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021811,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021812,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021813,[S]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021815,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021816,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021818,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021819,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021820,[S]N;[L]N;[L]R;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021821,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021822,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021825,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021828,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021829,[S]N;[L]N;[L]A;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0021830,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021831,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021832,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021834,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021835,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021836,[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021840,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021841,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021842,[S]N;[S]A;[L]A;[L]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0021843,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0021844,[S]N;[L]W;[M]A;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0021845,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021846,[S]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021849,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021850,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021851,[M]N;[S]A;[L]A;[L]A;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0021853,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021854,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021855,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021856,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021857,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021858,[S]N;[L]N;[L]N;[L]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021860,[L]N;[L]N;[S]N;[L]W;[L]W;[L]W;[L]W;[L]W;[L]R;[L]A;[L]A;[S]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0021861,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021862,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021864,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021865,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021866,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0021868,[L]N;[L]N;[S]N;[L]N;[M]A;[L]N;[L]N;[L]W;[S]R;[S]C;,3 - Moderate
INC0021870,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021871,[L]N;[L]N;[L]N;[S]N;[L]N;[M]A;[L]N;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0021872,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021873,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]W;[S]R;[S]C;,3 - Moderate
INC0021875,[L]N;[S]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0021876,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0021878,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021879,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021880,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021883,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021884,[S]N;[S]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0021885,[L]N;[S]N;[L]N;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0021886,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021887,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021889,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021890,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0021891,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021894,[L]N;[S]N;[L]N;[M]A;[L]W;[S]R;[S]C;,2 - High
INC0021896,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021898,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021899,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]R;[S]R;[S]C;,2 - High
INC0021900,[L]N;[L]N;[S]N;[L]N;[M]A;[L]N;[L]R;[S]R;[S]C;,3 - Moderate
INC0021901,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,2 - High
INC0021903,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0021904,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021905,[S]N;[S]A;[S]R;[S]C;,2 - High
INC0021907,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021908,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021909,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0021910,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021911,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021912,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021913,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021914,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021915,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021916,[S]N;[L]N;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0021917,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021918,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021920,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021921,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021922,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021924,[L]N;[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]W;[L]W;[S]R;[S]C;,1 - Critical
INC0021925,[M]N;[S]A;[L]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0021927,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021928,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021929,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021931,[S]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021932,[L]N;[L]N;[L]N;[L]N;[S]N;[L]W;[M]A;[S]R;[S]C;,3 - Moderate
INC0021933,[S]N;[L]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021935,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021936,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021939,[S]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0021940,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021942,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021943,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021948,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021949,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021950,[S]N;[L]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021951,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021954,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021957,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021958,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021959,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021960,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021961,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021963,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021964,[S]N;[S]A;[L]A;[L]W;[L]A;[L]A;[L]A;[L]W;[L]A;[S]R;[S]C;,3 - Moderate
INC0021965,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021966,[L]N;[S]N;[S]A;[L]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0021967,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021968,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021969,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021970,[S]N;[L]N;[L]N;[S]A;[L]A;[S]R;[S]C;,2 - High
INC0021971,[S]N;[L]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021972,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021975,[L]N;[S]N;[L]N;[L]N;[L]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021978,[S]N;[M]A;[S]R;[S]C;,4 - Low
INC0021985,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021986,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021987,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021988,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0021989,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0021990,[L]N;[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0021991,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021992,[S]N;[S]A;[L]A;[S]R;[L]A;[L]A;[L]A;[L]R;[S]C;,3 - Moderate
INC0021993,[S]N;[L]N;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0021994,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021997,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0021999,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022000,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0022001,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022002,[S]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0022004,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0022005,[L]N;[S]N;[L]N;[L]N;[L]A;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0022009,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0022010,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0022011,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0022012,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022013,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022020,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022021,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022022,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022023,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022024,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022025,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022026,[S]N;[L]W;[M]A;[S]R;[S]C;,3 - Moderate
INC0022029,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022030,[M]N;[S]A;[S]R;[S]C;,4 - Low
INC0022032,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0022033,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022034,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022036,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022040,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0022043,[S]N;[S]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0022044,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022045,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0022046,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022047,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022048,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0022049,[S]N;[L]N;[L]N;[L]N;[L]W;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0022051,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0022052,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0022053,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0022054,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022056,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0022057,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022058,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022059,[S]N;[L]N;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0022060,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022061,[L]N;[L]N;[S]N;[L]N;[M]A;[L]N;[L]R;[S]R;[S]C;,3 - Moderate
INC0022062,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0022063,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0022064,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022065,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022066,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022067,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0022068,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022069,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022071,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0022072,[S]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
